Date,Store Number,Foot Traffic,Number of Visitors
2022-2-11,21,7652,585
2022-2-11,47,6556,652
2022-2-11,24,8452,741
2022-2-11,3,10864,828
2022-2-11,52,5747,247
2022-2-11,29,5522,325
2022-2-11,67,6806,329
2022-2-11,9,11280,1131
2022-2-11,58,8981,865
2022-2-11,35,10883,861
2022-2-11,6,10613,1047
2022-2-11,55,8958,906
2022-2-11,32,9708,793
2022-2-11,22,7629,809
2022-2-11,48,8072,559
2022-2-11,8,8673,723
2022-2-11,57,9039,815
2022-2-11,34,9632,641
2022-2-11,12,9929,952
2022-2-11,61,8827,857
2022-2-11,38,7883,528
2022-2-11,11,7561,509
2022-2-11,60,7581,805
2022-2-11,37,8603,574
2022-2-11,5,10055,1099
2022-2-11,54,11631,1261
2022-2-11,31,9851,878
2022-2-11,69,11392,1019
2022-2-11,17,9207,635
2022-2-11,43,7325,534
2022-2-11,7,8789,584
2022-2-11,56,9795,915
2022-2-11,33,8114,564
2022-2-11,13,9134,897
2022-2-11,62,9425,904
2022-2-11,39,7623,638
2022-2-11,16,8808,642
2022-2-11,42,9760,899
2022-2-11,14,9387,932
2022-2-11,63,8333,691
2022-2-11,40,8537,783
2022-2-11,10,10947,831
2022-2-11,59,8224,809
2022-2-11,36,11368,1129
2022-2-11,25,7445,559
2022-2-11,19,7313,525
2022-2-11,45,7111,699
2022-2-11,4,12276,1115
2022-2-11,53,12739,1146
2022-2-11,30,10755,1093
2022-2-11,68,9365,1007
2022-2-11,18,7947,866
2022-2-11,44,8916,879
2022-2-11,15,8713,876
2022-2-11,64,7485,754
2022-2-11,41,8057,687
2022-2-11,23,6709,651
2022-2-11,49,7852,706
2022-2-11,2,9833,755
2022-2-11,51,9652,893
2022-2-11,28,10616,745
2022-2-11,66,9754,856
2022-2-11,20,7188,684
2022-2-11,46,7007,743
2022-2-11,26,8405,758
2022-2-12,1,12066,1104
2022-2-12,50,12863,889
2022-2-12,27,13102,927
2022-2-12,70,11938,1243
2022-2-12,65,12816,1143
2022-2-12,21,7604,632
2022-2-12,47,7494,581
2022-2-12,24,8335,670
2022-2-12,3,13056,1050
2022-2-12,52,7566,468
2022-2-12,29,7931,503
2022-2-12,67,5841,265
2022-2-12,9,10004,962
2022-2-12,58,8741,817
2022-2-12,35,10488,1060
2022-2-12,6,8928,812
2022-2-12,55,8627,658
2022-2-12,32,11650,1243
2022-2-12,22,7131,668
2022-2-12,48,7017,635
2022-2-12,8,9340,654
2022-2-12,57,11089,961
2022-2-12,34,9455,827
2022-2-12,12,9189,767
2022-2-12,61,9125,615
2022-2-12,38,8947,684
2022-2-12,11,7581,545
2022-2-12,60,7555,778
2022-2-12,37,7304,802
2022-2-12,5,9813,729
2022-2-12,54,11940,1268
2022-2-12,31,12248,917
2022-2-12,69,10276,971
2022-2-12,17,8557,763
2022-2-12,43,8810,682
2022-2-12,7,9474,953
2022-2-12,56,9266,921
2022-2-12,33,9089,626
2022-2-12,13,7474,769
2022-2-12,62,9487,875
2022-2-12,39,7863,769
2022-2-12,16,9280,975
2022-2-12,42,8152,645
2022-2-12,14,7260,503
2022-2-12,63,9452,963
2022-2-12,40,8250,569
2022-2-12,10,10932,886
2022-2-12,59,9775,875
2022-2-12,36,10307,933
2022-2-12,25,8120,669
2022-2-12,19,7092,473
2022-2-12,45,7585,644
2022-2-12,4,12728,1305
2022-2-12,53,9343,891
2022-2-12,30,9522,1036
2022-2-12,68,12859,1309
2022-2-12,18,9914,1062
2022-2-12,44,9763,1012
2022-2-12,15,7861,799
2022-2-12,64,9340,761
2022-2-12,41,8806,929
2022-2-12,23,6683,473
2022-2-12,49,7447,646
2022-2-12,2,12039,813
2022-2-12,51,13181,1196
2022-2-12,28,11351,1019
2022-2-12,66,11862,1130
2022-2-12,20,8417,902
2022-2-12,46,7070,605
2022-2-12,26,7985,818
2022-2-13,1,20680,1862
2022-2-13,50,24132,2088
2022-2-13,27,19991,1932
2022-2-13,70,20825,2162
2022-2-13,65,21850,2322
2022-2-13,21,11020,949
2022-2-13,47,10982,755
2022-2-13,24,10872,1095
2022-2-13,3,18311,1588
2022-2-13,52,11466,539
2022-2-13,29,13336,570
2022-2-13,67,10038,401
2022-2-13,9,16769,1299
2022-2-13,58,19945,1407
2022-2-13,35,19713,1557
2022-2-13,6,15321,1225
2022-2-13,55,16263,1251
2022-2-13,32,17161,1310
2022-2-13,22,13250,1213
2022-2-13,48,11018,1055
2022-2-13,8,14459,1059
2022-2-13,57,19291,2065
2022-2-13,34,19937,1886
2022-2-13,12,16090,1163
2022-2-13,61,15848,1728
2022-2-13,38,14756,1222
2022-2-13,11,13318,930
2022-2-13,60,13680,1429
2022-2-13,37,13680,1316
2022-2-13,5,18042,1568
2022-2-13,54,22249,1483
2022-2-13,31,20592,1857
2022-2-13,69,16428,1542
2022-2-13,17,16396,1689
2022-2-13,43,13985,1330
2022-2-13,7,15477,1055
2022-2-13,56,19035,2084
2022-2-13,33,15811,1309
2022-2-13,13,14793,1310
2022-2-13,62,16962,1302
2022-2-13,39,17549,1703
2022-2-13,16,13839,931
2022-2-13,42,13315,1139
2022-2-13,14,13841,1087
2022-2-13,63,15898,1172
2022-2-13,40,16766,1436
2022-2-13,10,17116,1706
2022-2-13,59,16482,1307
2022-2-13,36,18428,1404
2022-2-13,25,13468,1131
2022-2-13,19,13136,982
2022-2-13,45,12492,1247
2022-2-13,4,18550,1934
2022-2-13,53,18373,1242
2022-2-13,30,18370,1897
2022-2-13,68,19392,1554
2022-2-13,18,14164,1034
2022-2-13,44,15984,1193
2022-2-13,15,14784,1118
2022-2-13,64,14101,1389
2022-2-13,41,13418,1313
2022-2-13,23,14411,1286
2022-2-13,49,11832,1248
2022-2-13,2,20445,2227
2022-2-13,51,16525,1682
2022-2-13,28,17640,1375
2022-2-13,66,16382,1350
2022-2-13,20,14716,1588
2022-2-13,46,13996,1042
2022-2-13,26,12699,916
2022-2-14,1,25202,2592
2022-2-14,50,26323,2219
2022-2-14,27,21563,2335
2022-2-14,70,21243,2229
2022-2-14,65,28427,3018
2022-2-14,21,15931,1357
2022-2-14,47,12773,905
2022-2-14,24,16136,1414
2022-2-14,3,20436,1643
2022-2-14,52,12691,592
2022-2-14,29,14748,696
2022-2-14,67,12288,615
2022-2-14,9,17802,1307
2022-2-14,58,16602,1753
2022-2-14,35,18144,1230
2022-2-14,6,17366,1612
2022-2-14,55,16862,1468
2022-2-14,32,16420,1559
2022-2-14,22,13227,1053
2022-2-14,48,16280,1645
2022-2-14,8,18968,1459
2022-2-14,57,20374,1539
2022-2-14,34,16645,1638
2022-2-14,12,16528,1138
2022-2-14,61,19697,1755
2022-2-14,38,16978,1734
2022-2-14,11,17901,1610
2022-2-14,60,16178,1420
2022-2-14,37,17129,1147
2022-2-14,5,25280,2400
2022-2-14,54,21336,2249
2022-2-14,31,25363,2711
2022-2-14,69,18908,1877
2022-2-14,17,20165,1931
2022-2-14,43,19361,1903
2022-2-14,7,18987,1453
2022-2-14,56,16959,1357
2022-2-14,33,17834,1648
2022-2-14,13,19213,1571
2022-2-14,62,17054,1537
2022-2-14,39,18463,1668
2022-2-14,16,14488,1234
2022-2-14,42,17399,1220
2022-2-14,14,15055,1097
2022-2-14,63,14399,1214
2022-2-14,40,18702,1478
2022-2-14,10,22134,1923
2022-2-14,59,19043,1985
2022-2-14,36,21388,2139
2022-2-14,25,13082,1267
2022-2-14,19,16370,1356
2022-2-14,45,14502,1278
2022-2-14,4,24982,2128
2022-2-14,53,21638,1503
2022-2-14,30,25301,2133
2022-2-14,68,23131,1601
2022-2-14,18,15470,1262
2022-2-14,44,14698,1084
2022-2-14,15,16133,1634
2022-2-14,64,19685,1803
2022-2-14,41,16285,1556
2022-2-14,23,16490,1649
2022-2-14,49,15258,1281
2022-2-14,2,22269,2007
2022-2-14,51,19566,1474
2022-2-14,28,20835,2169
2022-2-14,66,19767,1915
2022-2-14,20,15725,1277
2022-2-14,46,15463,1140
2022-2-14,26,14200,999
2022-2-15,1,12724,1206
2022-2-15,50,11856,932
2022-2-15,27,16098,1196
2022-2-15,70,12729,1051
2022-2-15,65,16408,1640
2022-2-15,21,8616,681
2022-2-15,47,7414,575
2022-2-15,24,9509,651
2022-2-15,3,13571,1157
2022-2-15,52,8617,378
2022-2-15,29,7327,426
2022-2-15,67,8206,362
2022-2-15,9,12854,1297
2022-2-15,58,9765,813
2022-2-15,35,11133,1089
2022-2-15,6,11433,878
2022-2-15,55,11778,1181
2022-2-15,32,11830,951
2022-2-15,22,8589,941
2022-2-15,48,8016,708
2022-2-15,8,12584,1170
2022-2-15,57,11569,1151
2022-2-15,34,12977,1415
2022-2-15,12,10379,794
2022-2-15,61,11045,991
2022-2-15,38,11358,890
2022-2-15,11,8979,625
2022-2-15,60,8394,736
2022-2-15,37,9456,711
2022-2-15,5,13764,1027
2022-2-15,54,14530,1232
2022-2-15,31,13713,1362
2022-2-15,69,13452,1061
2022-2-15,17,8508,603
2022-2-15,43,8932,703
2022-2-15,7,12839,1049
2022-2-15,56,9818,923
2022-2-15,33,12519,1319
2022-2-15,13,11661,1057
2022-2-15,62,11033,1174
2022-2-15,39,11656,1002
2022-2-15,16,10439,713
2022-2-15,42,9893,929
2022-2-15,14,8638,655
2022-2-15,63,10825,846
2022-2-15,40,8802,889
2022-2-15,10,10755,1107
2022-2-15,59,11526,862
2022-2-15,36,9712,675
2022-2-15,25,7439,500
2022-2-15,19,9692,651
2022-2-15,45,9563,863
2022-2-15,4,12240,937
2022-2-15,53,13744,1347
2022-2-15,30,14513,1107
2022-2-15,68,13926,1523
2022-2-15,18,10455,962
2022-2-15,44,11237,1118
2022-2-15,15,9828,650
2022-2-15,64,8880,827
2022-2-15,41,10886,773
2022-2-15,23,7828,527
2022-2-15,49,8776,964
2022-2-15,2,11174,1156
2022-2-15,51,14684,1384
2022-2-15,28,13200,1043
2022-2-15,66,14575,1061
2022-2-15,20,8683,951
2022-2-15,46,7534,788
2022-2-15,26,9765,861
2022-2-16,1,13960,1380
2022-2-16,50,13355,1308
2022-2-16,27,16175,1698
2022-2-16,70,17299,1395
2022-2-16,65,16576,1687
2022-2-16,21,9027,971
2022-2-16,47,7431,660
2022-2-16,24,8981,705
2022-2-16,3,12882,1065
2022-2-16,52,7425,415
2022-2-16,29,6961,303
2022-2-16,67,9054,380
2022-2-16,9,13614,962
2022-2-16,58,11198,780
2022-2-16,35,10871,931
2022-2-16,6,12847,1181
2022-2-16,55,13393,977
2022-2-16,32,13471,1050
2022-2-16,22,8469,602
2022-2-16,48,8503,911
2022-2-16,8,11069,1150
2022-2-16,57,10888,850
2022-2-16,34,9988,906
2022-2-16,12,9052,919
2022-2-16,61,11468,1047
2022-2-16,38,9664,877
2022-2-16,11,8896,959
2022-2-16,60,11857,793
2022-2-16,37,11928,1268
2022-2-16,5,12940,978
2022-2-16,54,14690,1505
2022-2-16,31,13899,1455
2022-2-16,69,14870,1543
2022-2-16,17,10698,978
2022-2-16,43,10259,771
2022-2-16,7,11791,1132
2022-2-16,56,12442,965
2022-2-16,33,13110,1061
2022-2-16,13,9292,682
2022-2-16,62,11668,1254
2022-2-16,39,10651,872
2022-2-16,16,9645,757
2022-2-16,42,11323,1097
2022-2-16,14,9418,796
2022-2-16,63,10467,878
2022-2-16,40,9283,628
2022-2-16,10,12903,1269
2022-2-16,59,12027,1014
2022-2-16,36,12767,936
2022-2-16,25,7347,522
2022-2-16,19,10232,1021
2022-2-16,45,7832,787
2022-2-16,4,11229,1032
2022-2-16,53,13647,1232
2022-2-16,30,14279,1544
2022-2-16,68,11707,820
2022-2-16,18,10800,802
2022-2-16,44,9295,735
2022-2-16,15,10710,836
2022-2-16,64,11661,816
2022-2-16,41,11826,965
2022-2-16,23,9137,886
2022-2-16,49,7498,806
2022-2-16,2,13239,1320
2022-2-16,51,11051,746
2022-2-16,28,15196,1427
2022-2-16,66,11329,1116
2022-2-16,20,8369,819
2022-2-16,46,8441,579
2022-2-16,26,10001,1077
2022-2-17,1,13819,1518
2022-2-17,50,15294,1669
2022-2-17,27,15063,1256
2022-2-17,70,14081,1257
2022-2-17,65,11683,1050
2022-2-17,21,8463,897
2022-2-17,47,7147,654
2022-2-17,24,7328,519
2022-2-17,3,11844,1281
2022-2-17,52,7682,436
2022-2-17,29,6770,398
2022-2-17,67,8023,340
2022-2-17,9,10960,1004
2022-2-17,58,10093,742
2022-2-17,35,12246,1076
2022-2-17,6,9858,923
2022-2-17,55,9013,617
2022-2-17,32,12364,836
2022-2-17,22,7823,696
2022-2-17,48,9264,917
2022-2-17,8,12134,1051
2022-2-17,57,10907,809
2022-2-17,34,11062,976
2022-2-17,12,9655,1003
2022-2-17,61,9525,1045
2022-2-17,38,11020,972
2022-2-17,11,9561,709
2022-2-17,60,8211,790
2022-2-17,37,7852,787
2022-2-17,5,12805,1204
2022-2-17,54,14318,1452
2022-2-17,31,10188,936
2022-2-17,69,13940,1287
2022-2-17,17,10623,959
2022-2-17,43,10020,771
2022-2-17,7,12441,832
2022-2-17,56,10728,792
2022-2-17,33,9033,781
2022-2-17,13,9815,881
2022-2-17,62,10894,1044
2022-2-17,39,9887,918
2022-2-17,16,9031,810
2022-2-17,42,10770,1017
2022-2-17,14,8998,626
2022-2-17,63,11021,1011
2022-2-17,40,10466,730
2022-2-17,10,12669,1385
2022-2-17,59,10777,980
2022-2-17,36,10914,834
2022-2-17,25,6801,611
2022-2-17,19,8282,624
2022-2-17,45,8374,597
2022-2-17,4,13162,1377
2022-2-17,53,10742,915
2022-2-17,30,11465,1154
2022-2-17,68,10459,1056
2022-2-17,18,7968,593
2022-2-17,44,11150,1002
2022-2-17,15,11075,829
2022-2-17,64,8944,675
2022-2-17,41,10676,858
2022-2-17,23,8369,612
2022-2-17,49,9481,801
2022-2-17,2,10605,955
2022-2-17,51,10441,927
2022-2-17,28,10144,1011
2022-2-17,66,11179,1049
2022-2-17,20,6867,681
2022-2-17,46,8881,674
2022-2-17,26,6859,515
2022-2-18,1,17273,1498
2022-2-18,50,18477,1867
2022-2-18,27,13740,1311
2022-2-18,70,17065,1156
2022-2-18,65,17862,1245
2022-2-18,21,11071,1068
2022-2-18,47,9956,700
2022-2-18,24,11008,1114
2022-2-18,3,14757,1100
2022-2-18,52,9359,526
2022-2-18,29,9532,619
2022-2-18,67,7658,365
2022-2-18,9,11605,1234
2022-2-18,58,14376,1095
2022-2-18,35,13062,1286
2022-2-18,6,12595,882
2022-2-18,55,14870,1567
2022-2-18,32,13489,1313
2022-2-18,22,8748,795
2022-2-18,48,8706,733
2022-2-18,8,11778,1153
2022-2-18,57,12915,1243
2022-2-18,34,13592,1011
2022-2-18,12,11396,774
2022-2-18,61,9802,676
2022-2-18,38,10096,865
2022-2-18,11,10308,1078
2022-2-18,60,11450,963
2022-2-18,37,10648,1038
2022-2-18,5,17064,1757
2022-2-18,54,12120,1119
2022-2-18,31,12564,1378
2022-2-18,69,14581,1052
2022-2-18,17,10594,1058
2022-2-18,43,9455,907
2022-2-18,7,12571,1197
2022-2-18,56,11333,1238
2022-2-18,33,11380,965
2022-2-18,13,11194,1133
2022-2-18,62,9486,794
2022-2-18,39,11555,957
2022-2-18,16,12861,1197
2022-2-18,42,11752,1086
2022-2-18,14,9764,786
2022-2-18,63,9409,827
2022-2-18,40,12943,1381
2022-2-18,10,12195,1273
2022-2-18,59,12502,939
2022-2-18,36,14995,1059
2022-2-18,25,10801,764
2022-2-18,19,9735,835
2022-2-18,45,10873,1067
2022-2-18,4,15590,1574
2022-2-18,53,17176,1828
2022-2-18,30,12967,1201
2022-2-18,68,15155,1186
2022-2-18,18,12494,898
2022-2-18,44,11659,850
2022-2-18,15,13117,1089
2022-2-18,64,11427,830
2022-2-18,41,10705,892
2022-2-18,23,9757,974
2022-2-18,49,11220,1069
2022-2-18,2,17017,1613
2022-2-18,51,15455,1217
2022-2-18,28,12882,1273
2022-2-18,66,15478,1102
2022-2-18,20,9456,1035
2022-2-18,46,9937,864
2022-2-18,26,9221,739
2022-2-19,1,16883,1168
2022-2-19,50,17684,1436
2022-2-19,27,15803,1648
2022-2-19,70,18567,1289
2022-2-19,65,15485,1458
2022-2-19,21,10925,821
2022-2-19,47,9408,918
2022-2-19,24,9873,770
2022-2-19,3,13945,1264
2022-2-19,52,7582,383
2022-2-19,29,9734,557
2022-2-19,67,7818,489
2022-2-19,9,12183,1258
2022-2-19,58,13920,987
2022-2-19,35,13434,1224
2022-2-19,6,15050,1362
2022-2-19,55,13696,1485
2022-2-19,32,12946,996
2022-2-19,22,10303,761
2022-2-19,48,10527,760
2022-2-19,8,14250,1406
2022-2-19,57,12977,1342
2022-2-19,34,11405,769
2022-2-19,12,11887,792
2022-2-19,61,13371,1198
2022-2-19,38,9988,971
2022-2-19,11,10817,790
2022-2-19,60,9680,759
2022-2-19,37,11078,1055
2022-2-19,5,14664,1533
2022-2-19,54,15477,1034
2022-2-19,31,15120,1019
2022-2-19,69,16101,1107
2022-2-19,17,13077,1303
2022-2-19,43,9962,1008
2022-2-19,7,13527,1301
2022-2-19,56,10966,1205
2022-2-19,33,14451,1356
2022-2-19,13,12219,1098
2022-2-19,62,10470,916
2022-2-19,39,10285,1077
2022-2-19,16,12351,1149
2022-2-19,42,9687,796
2022-2-19,14,10231,1122
2022-2-19,63,12844,1352
2022-2-19,40,9800,763
2022-2-19,10,11181,1186
2022-2-19,59,12655,1234
2022-2-19,36,12576,1334
2022-2-19,25,10466,1109
2022-2-19,19,9772,726
2022-2-19,45,10286,828
2022-2-19,4,13884,1276
2022-2-19,53,15711,1308
2022-2-19,30,16960,1610
2022-2-19,68,17179,1649
2022-2-19,18,9755,904
2022-2-19,44,10544,975
2022-2-19,15,12457,994
2022-2-19,64,12156,1186
2022-2-19,41,12816,1118
2022-2-19,23,8562,915
2022-2-19,49,9085,959
2022-2-19,2,12269,946
2022-2-19,51,12886,906
2022-2-19,28,14794,1434
2022-2-19,66,12744,1392
2022-2-19,20,8203,592
2022-2-19,46,8126,785
2022-2-19,26,9514,740
2022-2-20,1,21498,1831
2022-2-20,50,25000,2675
2022-2-20,27,23591,1750
2022-2-20,70,29727,3265
2022-2-20,65,26748,2619
2022-2-20,21,16603,1791
2022-2-20,47,16664,1352
2022-2-20,24,16963,1647
2022-2-20,3,22721,2245
2022-2-20,52,12396,540
2022-2-20,29,14034,775
2022-2-20,67,14745,757
2022-2-20,9,20518,1945
2022-2-20,58,17514,1290
2022-2-20,35,17198,1722
2022-2-20,6,20428,1520
2022-2-20,55,20966,2013
2022-2-20,32,17778,1258
2022-2-20,22,13925,1349
2022-2-20,48,15516,1611
2022-2-20,8,19507,2097
2022-2-20,57,21002,2063
2022-2-20,34,23483,2051
2022-2-20,12,19525,2085
2022-2-20,61,19572,1697
2022-2-20,38,21082,1975
2022-2-20,11,17183,1722
2022-2-20,60,20518,1625
2022-2-20,37,21091,2053
2022-2-20,5,25437,2425
2022-2-20,54,24867,2284
2022-2-20,31,27016,2501
2022-2-20,69,19242,1271
2022-2-20,17,20111,1770
2022-2-20,43,17522,1196
2022-2-20,7,16997,1532
2022-2-20,56,19184,1845
2022-2-20,33,19524,1416
2022-2-20,13,19080,2028
2022-2-20,62,19236,1907
2022-2-20,39,18686,1621
2022-2-20,16,19325,1757
2022-2-20,42,20994,1519
2022-2-20,14,18143,1349
2022-2-20,63,18040,1819
2022-2-20,40,17260,1788
2022-2-20,10,22165,2157
2022-2-20,59,18392,1644
2022-2-20,36,19025,1602
2022-2-20,25,13991,1133
2022-2-20,19,12770,1169
2022-2-20,45,14550,1540
2022-2-20,4,20198,1599
2022-2-20,53,26079,1744
2022-2-20,30,24519,2044
2022-2-20,68,24105,2014
2022-2-20,18,17131,1367
2022-2-20,44,17386,1684
2022-2-20,15,18565,1465
2022-2-20,64,16398,1182
2022-2-20,41,16432,1569
2022-2-20,23,13808,970
2022-2-20,49,16901,1595
2022-2-20,2,26639,2773
2022-2-20,51,23750,2346
2022-2-20,28,22798,1635
2022-2-20,66,25766,2505
2022-2-20,20,14073,1203
2022-2-20,46,17674,1790
2022-2-20,26,14105,974
2022-2-21,1,25966,2744
2022-2-21,50,30758,3245
2022-2-21,27,25907,1980
2022-2-21,70,29863,2312
2022-2-21,65,22886,1782
2022-2-21,21,17571,1209
2022-2-21,47,18813,1889
2022-2-21,24,15459,1339
2022-2-21,3,25427,1978
2022-2-21,52,13717,727
2022-2-21,29,13690,771
2022-2-21,67,13895,625
2022-2-21,9,19419,1544
2022-2-21,58,23840,1922
2022-2-21,35,22888,2301
2022-2-21,6,19102,2099
2022-2-21,55,24516,2503
2022-2-21,32,24545,2560
2022-2-21,22,16991,1330
2022-2-21,48,13845,1328
2022-2-21,8,19942,1326
2022-2-21,57,23093,1786
2022-2-21,34,23478,1727
2022-2-21,12,19541,1925
2022-2-21,61,17195,1379
2022-2-21,38,17112,1876
2022-2-21,11,22133,1820
2022-2-21,60,15690,1270
2022-2-21,37,17443,1793
2022-2-21,5,22622,2012
2022-2-21,54,24660,1738
2022-2-21,31,26798,2083
2022-2-21,69,22787,1642
2022-2-21,17,16104,1503
2022-2-21,43,22035,1489
2022-2-21,7,22841,2107
2022-2-21,56,19444,1484
2022-2-21,33,21362,2335
2022-2-21,13,21703,2187
2022-2-21,62,19098,1817
2022-2-21,39,22038,1628
2022-2-21,16,17341,1782
2022-2-21,42,21693,2191
2022-2-21,14,16004,1757
2022-2-21,63,16752,1533
2022-2-21,40,21451,2276
2022-2-21,10,23976,1647
2022-2-21,59,25406,2390
2022-2-21,36,20775,1887
2022-2-21,25,13542,1086
2022-2-21,19,18753,1830
2022-2-21,45,18262,1535
2022-2-21,4,24903,2344
2022-2-21,53,25090,1957
2022-2-21,30,28077,3045
2022-2-21,68,25790,1924
2022-2-21,18,21557,2328
2022-2-21,44,17259,1369
2022-2-21,15,17333,1217
2022-2-21,64,19808,1452
2022-2-21,41,21196,2260
2022-2-21,23,15732,1060
2022-2-21,49,18429,2017
2022-2-21,2,20429,2142
2022-2-21,51,22846,2312
2022-2-21,28,28583,2725
2022-2-21,66,22129,2433
2022-2-21,20,13805,1100
2022-2-21,46,18169,1361
2022-2-21,26,15134,1386
2022-2-22,1,14585,1450
2022-2-22,50,11314,790
2022-2-22,27,15409,1519
2022-2-22,70,14356,1482
2022-2-22,65,11505,1189
2022-2-22,21,9533,836
2022-2-22,47,8635,624
2022-2-22,24,6880,479
2022-2-22,3,10323,1054
2022-2-22,52,8276,372
2022-2-22,29,7327,475
2022-2-22,67,7470,401
2022-2-22,9,12070,838
2022-2-22,58,11954,1043
2022-2-22,35,10746,1003
2022-2-22,6,11048,1058
2022-2-22,55,9816,982
2022-2-22,32,10698,969
2022-2-22,22,7863,669
2022-2-22,48,7806,846
2022-2-22,8,9049,802
2022-2-22,57,11007,1207
2022-2-22,34,12282,990
2022-2-22,12,8371,822
2022-2-22,61,9729,988
2022-2-22,38,8911,658
2022-2-22,11,8260,635
2022-2-22,60,8777,699
2022-2-22,37,10331,1128
2022-2-22,5,10215,1078
2022-2-22,54,10204,854
2022-2-22,31,11593,959
2022-2-22,69,12525,883
2022-2-22,17,10878,982
2022-2-22,43,10066,777
2022-2-22,7,9855,1038
2022-2-22,56,11282,1141
2022-2-22,33,12126,986
2022-2-22,13,7940,730
2022-2-22,62,7908,827
2022-2-22,39,9534,1011
2022-2-22,16,8012,838
2022-2-22,42,8392,715
2022-2-22,14,10743,1071
2022-2-22,63,9748,969
2022-2-22,40,10784,998
2022-2-22,10,9796,918
2022-2-22,59,12224,815
2022-2-22,36,12718,1382
2022-2-22,25,8769,645
2022-2-22,19,8182,738
2022-2-22,45,8985,597
2022-2-22,4,12679,918
2022-2-22,53,13105,1274
2022-2-22,30,12578,885
2022-2-22,68,12876,1208
2022-2-22,18,9244,862
2022-2-22,44,10418,1099
2022-2-22,15,8523,929
2022-2-22,64,9071,870
2022-2-22,41,10549,811
2022-2-22,23,8397,625
2022-2-22,49,7525,699
2022-2-22,2,11534,1130
2022-2-22,51,12090,931
2022-2-22,28,11012,1007
2022-2-22,66,11400,823
2022-2-22,20,8308,809
2022-2-22,46,7016,750
2022-2-22,26,6785,703
2022-2-23,1,13510,929
2022-2-23,50,14869,1227
2022-2-23,27,12022,1256
2022-2-23,70,14162,1352
2022-2-23,65,11030,1085
2022-2-23,21,7289,504
2022-2-23,47,7415,596
2022-2-23,24,8330,807
2022-2-23,3,10661,714
2022-2-23,52,6759,310
2022-2-23,29,6030,321
2022-2-23,67,7442,392
2022-2-23,9,11349,1160
2022-2-23,58,8961,867
2022-2-23,35,11031,1151
2022-2-23,6,9484,992
2022-2-23,55,11262,1034
2022-2-23,32,10531,819
2022-2-23,22,8677,803
2022-2-23,48,6383,682
2022-2-23,8,8612,652
2022-2-23,57,11247,1078
2022-2-23,34,12001,1142
2022-2-23,12,8476,714
2022-2-23,61,9012,673
2022-2-23,38,9421,796
2022-2-23,11,9432,932
2022-2-23,60,10084,847
2022-2-23,37,8906,901
2022-2-23,5,12699,903
2022-2-23,54,12874,951
2022-2-23,31,9774,880
2022-2-23,69,10286,809
2022-2-23,17,8238,613
2022-2-23,43,8245,824
2022-2-23,7,9831,998
2022-2-23,56,8627,815
2022-2-23,33,10208,1089
2022-2-23,13,7729,657
2022-2-23,62,8123,633
2022-2-23,39,8337,710
2022-2-23,16,7971,713
2022-2-23,42,9402,739
2022-2-23,14,9751,780
2022-2-23,63,8740,932
2022-2-23,40,7740,532
2022-2-23,10,10062,777
2022-2-23,59,11879,889
2022-2-23,36,11512,872
2022-2-23,25,8833,899
2022-2-23,19,7467,689
2022-2-23,45,8972,950
2022-2-23,4,11918,886
2022-2-23,53,12606,1383
2022-2-23,30,11382,852
2022-2-23,68,13002,1137
2022-2-23,18,10181,846
2022-2-23,44,9195,815
2022-2-23,15,7523,799
2022-2-23,64,9486,670
2022-2-23,41,9561,851
2022-2-23,23,7875,677
2022-2-23,49,7947,851
2022-2-23,2,12542,877
2022-2-23,51,9619,674
2022-2-23,28,13326,952
2022-2-23,66,9711,688
2022-2-23,20,6385,584
2022-2-23,46,6443,676
2022-2-23,26,6579,670
2022-2-24,1,14937,1612
2022-2-24,50,12402,931
2022-2-24,27,15687,1505
2022-2-24,70,15098,1097
2022-2-24,65,14184,1295
2022-2-24,21,7886,862
2022-2-24,47,9422,949
2022-2-24,24,10340,841
2022-2-24,3,12782,1147
2022-2-24,52,6855,419
2022-2-24,29,8058,480
2022-2-24,67,9154,447
2022-2-24,9,13026,1298
2022-2-24,58,13777,952
2022-2-24,35,11029,1049
2022-2-24,6,10655,1136
2022-2-24,55,13280,1238
2022-2-24,32,10429,1087
2022-2-24,22,7826,806
2022-2-24,48,10348,932
2022-2-24,8,11710,1282
2022-2-24,57,11293,757
2022-2-24,34,11489,887
2022-2-24,12,9625,850
2022-2-24,61,10761,1169
2022-2-24,38,10297,897
2022-2-24,11,10177,1014
2022-2-24,60,11268,782
2022-2-24,37,10092,958
2022-2-24,5,14915,1459
2022-2-24,54,11818,934
2022-2-24,31,13036,889
2022-2-24,69,15163,1238
2022-2-24,17,10556,958
2022-2-24,43,9798,766
2022-2-24,7,11115,943
2022-2-24,56,12789,1298
2022-2-24,33,13708,1190
2022-2-24,13,10185,755
2022-2-24,62,9121,805
2022-2-24,39,12229,810
2022-2-24,16,8752,693
2022-2-24,42,11814,1039
2022-2-24,14,9069,983
2022-2-24,63,8695,731
2022-2-24,40,11346,955
2022-2-24,10,11332,915
2022-2-24,59,12419,1248
2022-2-24,36,10995,1104
2022-2-24,25,8614,886
2022-2-24,19,8207,568
2022-2-24,45,7879,633
2022-2-24,4,15719,1126
2022-2-24,53,15336,1325
2022-2-24,30,11958,869
2022-2-24,68,13675,938
2022-2-24,18,11481,1237
