Date,Product Category,Store Number,Daily Sales
2021-3-5,B,4,13238
2021-3-5,C,4,10935
2021-3-5,D,4,6906
2021-3-5,A,5,26474
2021-3-5,B,5,13238
2021-3-5,C,5,10935
2021-3-5,D,5,6906
2021-3-5,A,6,23533
2021-3-5,B,6,11767
2021-3-5,C,6,9720
2021-3-5,D,6,6139
2021-3-5,A,7,23533
2021-3-5,B,7,11767
2021-3-5,C,7,9720
2021-3-5,D,7,6139
2021-3-5,A,8,23533
2021-3-5,B,8,11767
2021-3-5,C,8,9720
2021-3-5,D,8,6139
2021-3-5,A,9,23533
2021-3-5,B,9,11767
2021-3-5,C,9,9720
2021-3-5,D,9,6139
2021-3-5,A,10,23533
2021-3-5,B,10,11767
2021-3-5,C,10,9720
2021-3-5,D,10,6139
2021-3-5,A,11,20591
2021-3-5,B,11,10295
2021-3-5,C,11,8505
2021-3-5,D,11,5372
2021-3-5,A,12,20591
2021-3-5,B,12,10295
2021-3-5,C,12,8505
2021-3-5,D,12,5372
2021-3-5,A,13,20591
2021-3-5,B,13,10295
2021-3-5,C,13,8505
2021-3-5,D,13,5372
2021-3-5,A,14,20591
2021-3-5,B,14,10295
2021-3-5,C,14,8505
2021-3-5,D,14,5372
2021-3-5,A,15,20591
2021-3-5,B,15,10295
2021-3-5,C,15,8505
2021-3-5,D,15,5372
2021-3-5,A,16,20591
2021-3-5,B,16,10295
2021-3-5,C,16,8505
2021-3-5,D,16,5372
2021-3-5,A,17,20591
2021-3-5,B,17,10295
2021-3-5,C,17,8505
2021-3-5,D,17,5372
2021-3-5,A,18,20591
2021-3-5,B,18,10295
2021-3-5,C,18,8505
2021-3-5,D,18,5372
2021-3-5,A,19,17650
2021-3-5,B,19,8825
2021-3-5,C,19,7290
2021-3-5,D,19,4604
2021-3-5,A,20,17650
2021-3-5,B,20,8825
2021-3-5,C,20,7290
2021-3-5,D,20,4604
2021-3-5,A,21,17650
2021-3-5,B,21,8825
2021-3-5,C,21,7290
2021-3-5,D,21,4604
2021-3-5,A,22,17650
2021-3-5,B,22,8825
2021-3-5,C,22,7290
2021-3-5,D,22,4604
2021-3-5,A,23,17650
2021-3-5,B,23,8825
2021-3-5,C,23,7290
2021-3-5,D,23,4604
2021-3-5,A,24,17650
2021-3-5,B,24,8825
2021-3-5,C,24,7290
2021-3-5,D,24,4604
2021-3-5,A,25,17650
2021-3-5,B,25,8825
2021-3-5,C,25,7290
2021-3-5,D,25,4604
2021-3-5,A,26,17650
2021-3-5,B,26,8825
2021-3-5,C,26,7290
2021-3-5,D,26,4604
2021-3-5,A,27,29416
2021-3-5,B,27,14708
2021-3-5,C,27,12150
2021-3-5,D,27,7674
2021-3-5,A,28,26474
2021-3-5,B,28,13238
2021-3-5,C,28,10935
2021-3-5,D,28,6906
2021-3-5,A,29,26474
2021-3-5,B,29,13238
2021-3-5,C,29,10935
2021-3-5,D,29,6906
2021-3-5,A,30,26474
2021-3-5,B,30,13238
2021-3-5,C,30,10935
2021-3-5,D,30,6906
2021-3-5,A,31,26474
2021-3-5,B,31,13238
2021-3-5,C,31,10935
2021-3-5,D,31,6906
2021-3-5,A,32,23533
2021-3-5,B,32,11767
2021-3-5,C,32,9720
2021-3-5,D,32,6139
2021-3-5,A,33,23533
2021-3-5,B,33,11767
2021-3-5,C,33,9720
2021-3-5,D,33,6139
2021-3-5,A,34,23533
2021-3-5,B,34,11767
2021-3-5,C,34,9720
2021-3-5,D,34,6139
2021-3-5,A,35,23533
2021-3-5,B,35,11767
2021-3-5,C,35,9720
2021-3-5,D,35,6139
2021-3-5,A,36,23533
2021-3-5,B,36,11767
2021-3-5,C,36,9720
2021-3-5,D,36,6139
2021-3-5,A,37,20591
2021-3-5,B,37,10295
2021-3-5,C,37,8505
2021-3-5,D,37,5372
2021-3-5,A,38,20591
2021-3-5,B,38,10295
2021-3-5,C,38,8505
2021-3-5,D,38,5372
2021-3-5,A,39,20591
2021-3-5,B,39,10295
2021-3-5,C,39,8505
2021-3-5,D,39,5372
2021-3-5,A,40,20591
2021-3-5,B,40,10295
2021-3-5,C,40,8505
2021-3-5,D,40,5372
2021-3-5,A,41,20591
2021-3-5,B,41,10295
2021-3-5,C,41,8505
2021-3-5,D,41,5372
2021-3-5,A,42,20591
2021-3-5,B,42,10295
2021-3-5,C,42,8505
2021-3-5,D,42,5372
2021-3-5,A,43,20591
2021-3-5,B,43,10295
2021-3-5,C,43,8505
2021-3-5,D,43,5372
2021-3-5,A,44,20591
2021-3-5,B,44,10295
2021-3-5,C,44,8505
2021-3-5,D,44,5372
2021-3-5,A,45,17650
2021-3-5,B,45,8825
2021-3-5,C,45,7290
2021-3-5,D,45,4604
2021-3-5,A,46,17650
2021-3-5,B,46,8825
2021-3-5,C,46,7290
2021-3-5,D,46,4604
2021-3-5,A,47,17650
2021-3-5,B,47,8825
2021-3-5,C,47,7290
2021-3-5,D,47,4604
2021-3-5,A,48,17650
2021-3-5,B,48,8825
2021-3-5,C,48,7290
2021-3-5,D,48,4604
2021-3-5,A,49,17650
2021-3-5,B,49,8825
2021-3-5,C,49,7290
2021-3-5,D,49,4604
2021-3-5,A,50,29416
2021-3-5,B,50,14708
2021-3-5,C,50,12150
2021-3-5,D,50,7674
2021-3-5,A,51,26474
2021-3-5,B,51,13238
2021-3-5,C,51,10935
2021-3-5,D,51,6906
2021-3-5,A,52,26474
2021-3-5,B,52,13238
2021-3-5,C,52,10935
2021-3-5,D,52,6906
2021-3-5,A,53,26474
2021-3-5,B,53,13238
2021-3-5,C,53,10935
2021-3-5,D,53,6906
2021-3-5,A,54,26474
2021-3-5,B,54,13238
2021-3-5,C,54,10935
2021-3-5,D,54,6906
2021-3-5,A,55,23533
2021-3-5,B,55,11767
2021-3-5,C,55,9720
2021-3-5,D,55,6139
2021-3-5,A,56,23533
2021-3-5,B,56,11767
2021-3-5,C,56,9720
2021-3-5,D,56,6139
2021-3-5,A,57,23533
2021-3-5,B,57,11767
2021-3-5,C,57,9720
2021-3-5,D,57,6139
2021-3-5,A,58,23533
2021-3-5,B,58,11767
2021-3-5,C,58,9720
2021-3-5,D,58,6139
2021-3-5,A,59,23533
2021-3-5,B,59,11767
2021-3-5,C,59,9720
2021-3-5,D,59,6139
2021-3-5,A,60,20591
2021-3-5,B,60,10295
2021-3-5,C,60,8505
2021-3-5,D,60,5372
2021-3-5,A,61,20591
2021-3-5,B,61,10295
2021-3-5,C,61,8505
2021-3-5,D,61,5372
2021-3-5,A,62,20591
2021-3-5,B,62,10295
2021-3-5,C,62,8505
2021-3-5,D,62,5372
2021-3-5,A,63,20591
2021-3-5,B,63,10295
2021-3-5,C,63,8505
2021-3-5,D,63,5372
2021-3-5,A,64,20591
2021-3-5,B,64,10295
2021-3-5,C,64,8505
2021-3-5,D,64,5372
2021-3-5,A,65,29416
2021-3-5,B,65,14708
2021-3-5,C,65,12150
2021-3-5,D,65,7674
2021-3-5,A,66,26474
2021-3-5,B,66,13238
2021-3-5,C,66,10935
2021-3-5,D,66,6906
2021-3-5,A,67,26474
2021-3-5,B,67,13238
2021-3-5,C,67,10935
2021-3-5,D,67,6906
2021-3-5,A,68,26474
2021-3-5,B,68,13238
2021-3-5,C,68,10935
2021-3-5,D,68,6906
2021-3-5,A,69,26474
2021-3-5,B,69,13238
2021-3-5,C,69,10935
2021-3-5,D,69,6906
2021-3-5,A,70,29416
2021-3-5,B,70,14708
2021-3-5,C,70,12150
2021-3-5,D,70,7674
2021-3-6,A,1,45938
2021-3-6,B,1,22969
2021-3-6,C,1,18974
2021-3-6,D,1,11984
2021-3-6,A,2,41344
2021-3-6,B,2,20672
2021-3-6,C,2,17077
2021-3-6,D,2,10785
2021-3-6,A,3,41344
2021-3-6,B,3,20672
2021-3-6,C,3,17077
2021-3-6,D,3,10785
2021-3-6,A,4,41344
2021-3-6,B,4,20672
2021-3-6,C,4,17077
2021-3-6,D,4,10785
2021-3-6,A,5,41344
2021-3-6,B,5,20672
2021-3-6,C,5,17077
2021-3-6,D,5,10785
2021-3-6,A,6,36750
2021-3-6,B,6,18375
2021-3-6,C,6,15179
2021-3-6,D,6,9587
2021-3-6,A,7,36750
2021-3-6,B,7,18375
2021-3-6,C,7,15179
2021-3-6,D,7,9587
2021-3-6,A,8,36750
2021-3-6,B,8,18375
2021-3-6,C,8,15179
2021-3-6,D,8,9587
2021-3-6,A,9,36750
2021-3-6,B,9,18375
2021-3-6,C,9,15179
2021-3-6,D,9,9587
2021-3-6,A,10,36750
2021-3-6,B,10,18375
2021-3-6,C,10,15179
2021-3-6,D,10,9587
2021-3-6,A,11,32156
2021-3-6,B,11,16079
2021-3-6,C,11,13282
2021-3-6,D,11,8389
2021-3-6,A,12,32156
2021-3-6,B,12,16079
2021-3-6,C,12,13282
2021-3-6,D,12,8389
2021-3-6,A,13,32156
2021-3-6,B,13,16079
2021-3-6,C,13,13282
2021-3-6,D,13,8389
2021-3-6,A,14,32156
2021-3-6,B,14,16079
2021-3-6,C,14,13282
2021-3-6,D,14,8389
2021-3-6,A,15,32156
2021-3-6,B,15,16079
2021-3-6,C,15,13282
2021-3-6,D,15,8389
2021-3-6,A,16,32156
2021-3-6,B,16,16079
2021-3-6,C,16,13282
2021-3-6,D,16,8389
2021-3-6,A,17,32156
2021-3-6,B,17,16079
2021-3-6,C,17,13282
2021-3-6,D,17,8389
2021-3-6,A,18,32156
2021-3-6,B,18,16079
2021-3-6,C,18,13282
2021-3-6,D,18,8389
2021-3-6,A,19,27563
2021-3-6,B,19,13781
2021-3-6,C,19,11384
2021-3-6,D,19,7190
2021-3-6,A,20,27563
2021-3-6,B,20,13781
2021-3-6,C,20,11384
2021-3-6,D,20,7190
2021-3-6,A,21,27563
2021-3-6,B,21,13781
2021-3-6,C,21,11384
2021-3-6,D,21,7190
2021-3-6,A,22,27563
2021-3-6,B,22,13781
2021-3-6,C,22,11384
2021-3-6,D,22,7190
2021-3-6,A,23,27563
2021-3-6,B,23,13781
2021-3-6,C,23,11384
2021-3-6,D,23,7190
2021-3-6,A,24,27563
2021-3-6,B,24,13781
2021-3-6,C,24,11384
2021-3-6,D,24,7190
2021-3-6,A,25,27563
2021-3-6,B,25,13781
2021-3-6,C,25,11384
2021-3-6,D,25,7190
2021-3-6,A,26,27563
2021-3-6,B,26,13781
2021-3-6,C,26,11384
2021-3-6,D,26,7190
2021-3-6,A,27,45938
2021-3-6,B,27,22969
2021-3-6,C,27,18974
2021-3-6,D,27,11984
2021-3-6,A,28,41344
2021-3-6,B,28,20672
2021-3-6,C,28,17077
2021-3-6,D,28,10785
2021-3-6,A,29,41344
2021-3-6,B,29,20672
2021-3-6,C,29,17077
2021-3-6,D,29,10785
2021-3-6,A,30,41344
2021-3-6,B,30,20672
2021-3-6,C,30,17077
2021-3-6,D,30,10785
2021-3-6,A,31,41344
2021-3-6,B,31,20672
2021-3-6,C,31,17077
2021-3-6,D,31,10785
2021-3-6,A,32,36750
2021-3-6,B,32,18375
2021-3-6,C,32,15179
2021-3-6,D,32,9587
2021-3-6,A,33,36750
2021-3-6,B,33,18375
2021-3-6,C,33,15179
2021-3-6,D,33,9587
2021-3-6,A,34,36750
2021-3-6,B,34,18375
2021-3-6,C,34,15179
2021-3-6,D,34,9587
2021-3-6,A,35,36750
2021-3-6,B,35,18375
2021-3-6,C,35,15179
2021-3-6,D,35,9587
2021-3-6,A,36,36750
2021-3-6,B,36,18375
2021-3-6,C,36,15179
2021-3-6,D,36,9587
2021-3-6,A,37,32156
2021-3-6,B,37,16079
2021-3-6,C,37,13282
2021-3-6,D,37,8389
2021-3-6,A,38,32156
2021-3-6,B,38,16079
2021-3-6,C,38,13282
2021-3-6,D,38,8389
2021-3-6,A,39,32156
2021-3-6,B,39,16079
2021-3-6,C,39,13282
2021-3-6,D,39,8389
2021-3-6,A,40,32156
2021-3-6,B,40,16079
2021-3-6,C,40,13282
2021-3-6,D,40,8389
2021-3-6,A,41,32156
2021-3-6,B,41,16079
2021-3-6,C,41,13282
2021-3-6,D,41,8389
2021-3-6,A,42,32156
2021-3-6,B,42,16079
2021-3-6,C,42,13282
2021-3-6,D,42,8389
2021-3-6,A,43,32156
2021-3-6,B,43,16079
2021-3-6,C,43,13282
2021-3-6,D,43,8389
2021-3-6,A,44,32156
2021-3-6,B,44,16079
2021-3-6,C,44,13282
2021-3-6,D,44,8389
2021-3-6,A,45,27563
2021-3-6,B,45,13781
2021-3-6,C,45,11384
2021-3-6,D,45,7190
2021-3-6,A,46,27563
2021-3-6,B,46,13781
2021-3-6,C,46,11384
2021-3-6,D,46,7190
2021-3-6,A,47,27563
2021-3-6,B,47,13781
2021-3-6,C,47,11384
2021-3-6,D,47,7190
2021-3-6,A,48,27563
2021-3-6,B,48,13781
2021-3-6,C,48,11384
2021-3-6,D,48,7190
2021-3-6,A,49,27563
2021-3-6,B,49,13781
2021-3-6,C,49,11384
2021-3-6,D,49,7190
2021-3-6,A,50,45938
2021-3-6,B,50,22969
2021-3-6,C,50,18974
2021-3-6,D,50,11984
2021-3-6,A,51,41344
2021-3-6,B,51,20672
2021-3-6,C,51,17077
2021-3-6,D,51,10785
2021-3-6,A,52,41344
2021-3-6,B,52,20672
2021-3-6,C,52,17077
2021-3-6,D,52,10785
2021-3-6,A,53,41344
2021-3-6,B,53,20672
2021-3-6,C,53,17077
2021-3-6,D,53,10785
2021-3-6,A,54,41344
2021-3-6,B,54,20672
2021-3-6,C,54,17077
2021-3-6,D,54,10785
2021-3-6,A,55,36750
2021-3-6,B,55,18375
2021-3-6,C,55,15179
2021-3-6,D,55,9587
2021-3-6,A,56,36750
2021-3-6,B,56,18375
2021-3-6,C,56,15179
2021-3-6,D,56,9587
2021-3-6,A,57,36750
2021-3-6,B,57,18375
2021-3-6,C,57,15179
2021-3-6,D,57,9587
2021-3-6,A,58,36750
2021-3-6,B,58,18375
2021-3-6,C,58,15179
2021-3-6,D,58,9587
2021-3-6,A,59,36750
2021-3-6,B,59,18375
2021-3-6,C,59,15179
2021-3-6,D,59,9587
2021-3-6,A,60,32156
2021-3-6,B,60,16079
2021-3-6,C,60,13282
2021-3-6,D,60,8389
2021-3-6,A,61,32156
2021-3-6,B,61,16079
2021-3-6,C,61,13282
2021-3-6,D,61,8389
2021-3-6,A,62,32156
2021-3-6,B,62,16079
2021-3-6,C,62,13282
2021-3-6,D,62,8389
2021-3-6,A,63,32156
2021-3-6,B,63,16079
2021-3-6,C,63,13282
2021-3-6,D,63,8389
2021-3-6,A,64,32156
2021-3-6,B,64,16079
2021-3-6,C,64,13282
2021-3-6,D,64,8389
2021-3-6,A,65,45938
2021-3-6,B,65,22969
2021-3-6,C,65,18974
2021-3-6,D,65,11984
2021-3-6,A,66,41344
2021-3-6,B,66,20672
2021-3-6,C,66,17077
2021-3-6,D,66,10785
2021-3-6,A,67,41344
2021-3-6,B,67,20672
2021-3-6,C,67,17077
2021-3-6,D,67,10785
2021-3-6,A,68,41344
2021-3-6,B,68,20672
2021-3-6,C,68,17077
2021-3-6,D,68,10785
2021-3-6,A,69,41344
2021-3-6,B,69,20672
2021-3-6,C,69,17077
2021-3-6,D,69,10785
2021-3-6,A,70,45938
2021-3-6,B,70,22969
2021-3-6,C,70,18974
2021-3-6,D,70,11984
2021-3-7,A,1,46543
2021-3-7,B,1,23272
2021-3-7,C,1,19224
2021-3-7,D,1,12142
2021-3-7,A,2,41888
2021-3-7,B,2,20945
2021-3-7,C,2,17302
2021-3-7,D,2,10928
2021-3-7,A,3,41888
2021-3-7,B,3,20945
2021-3-7,C,3,17302
2021-3-7,D,3,10928
2021-3-7,A,4,41888
2021-3-7,B,4,20945
2021-3-7,C,4,17302
2021-3-7,D,4,10928
2021-3-7,A,5,41888
2021-3-7,B,5,20945
2021-3-7,C,5,17302
2021-3-7,D,5,10928
2021-3-7,A,6,37235
2021-3-7,B,6,18617
2021-3-7,C,6,15380
2021-3-7,D,6,9713
2021-3-7,A,7,37235
2021-3-7,B,7,18617
2021-3-7,C,7,15380
2021-3-7,D,7,9713
2021-3-7,A,8,37235
2021-3-7,B,8,18617
2021-3-7,C,8,15380
2021-3-7,D,8,9713
2021-3-7,A,9,37235
2021-3-7,B,9,18617
2021-3-7,C,9,15380
2021-3-7,D,9,9713
2021-3-7,A,10,37235
2021-3-7,B,10,18617
2021-3-7,C,10,15380
2021-3-7,D,10,9713
2021-3-7,A,11,32580
2021-3-7,B,11,16290
2021-3-7,C,11,13457
2021-3-7,D,11,8499
2021-3-7,A,12,32580
2021-3-7,B,12,16290
2021-3-7,C,12,13457
2021-3-7,D,12,8499
2021-3-7,A,13,32580
2021-3-7,B,13,16290
2021-3-7,C,13,13457
2021-3-7,D,13,8499
2021-3-7,A,14,32580
2021-3-7,B,14,16290
2021-3-7,C,14,13457
2021-3-7,D,14,8499
2021-3-7,A,15,32580
2021-3-7,B,15,16290
2021-3-7,C,15,13457
2021-3-7,D,15,8499
2021-3-7,A,16,32580
2021-3-7,B,16,16290
2021-3-7,C,16,13457
2021-3-7,D,16,8499
2021-3-7,A,17,32580
2021-3-7,B,17,16290
2021-3-7,C,17,13457
2021-3-7,D,17,8499
2021-3-7,A,18,32580
2021-3-7,B,18,16290
2021-3-7,C,18,13457
2021-3-7,D,18,8499
2021-3-7,A,19,27926
2021-3-7,B,19,13963
2021-3-7,C,19,11534
2021-3-7,D,19,7285
2021-3-7,A,20,27926
2021-3-7,B,20,13963
2021-3-7,C,20,11534
2021-3-7,D,20,7285
2021-3-7,A,21,27926
2021-3-7,B,21,13963
2021-3-7,C,21,11534
2021-3-7,D,21,7285
2021-3-7,A,22,27926
2021-3-7,B,22,13963
2021-3-7,C,22,11534
2021-3-7,D,22,7285
2021-3-7,A,23,27926
2021-3-7,B,23,13963
2021-3-7,C,23,11534
2021-3-7,D,23,7285
2021-3-7,A,24,27926
2021-3-7,B,24,13963
2021-3-7,C,24,11534
2021-3-7,D,24,7285
2021-3-7,A,25,27926
2021-3-7,B,25,13963
2021-3-7,C,25,11534
2021-3-7,D,25,7285
2021-3-7,A,26,27926
2021-3-7,B,26,13963
2021-3-7,C,26,11534
2021-3-7,D,26,7285
2021-3-7,A,27,46543
2021-3-7,B,27,23272
2021-3-7,C,27,19224
2021-3-7,D,27,12142
2021-3-7,A,28,41888
2021-3-7,B,28,20945
2021-3-7,C,28,17302
2021-3-7,D,28,10928
2021-3-7,A,29,41888
2021-3-7,B,29,20945
2021-3-7,C,29,17302
2021-3-7,D,29,10928
2021-3-7,A,30,41888
2021-3-7,B,30,20945
2021-3-7,C,30,17302
2021-3-7,D,30,10928
2021-3-7,A,31,41888
2021-3-7,B,31,20945
2021-3-7,C,31,17302
2021-3-7,D,31,10928
2021-3-7,A,32,37235
2021-3-7,B,32,18617
2021-3-7,C,32,15380
2021-3-7,D,32,9713
2021-3-7,A,33,37235
2021-3-7,B,33,18617
2021-3-7,C,33,15380
2021-3-7,D,33,9713
2021-3-7,A,34,37235
2021-3-7,B,34,18617
2021-3-7,C,34,15380
2021-3-7,D,34,9713
2021-3-7,A,35,37235
2021-3-7,B,35,18617
2021-3-7,C,35,15380
2021-3-7,D,35,9713
2021-3-7,A,36,37235
2021-3-7,B,36,18617
2021-3-7,C,36,15380
2021-3-7,D,36,9713
2021-3-7,A,37,32580
2021-3-7,B,37,16290
2021-3-7,C,37,13457
2021-3-7,D,37,8499
2021-3-7,A,38,32580
2021-3-7,B,38,16290
2021-3-7,C,38,13457
2021-3-7,D,38,8499
2021-3-7,A,39,32580
2021-3-7,B,39,16290
2021-3-7,C,39,13457
2021-3-7,D,39,8499
2021-3-7,A,40,32580
2021-3-7,B,40,16290
2021-3-7,C,40,13457
2021-3-7,D,40,8499
2021-3-7,A,41,32580
2021-3-7,B,41,16290
2021-3-7,C,41,13457
2021-3-7,D,41,8499
2021-3-7,A,42,32580
2021-3-7,B,42,16290
2021-3-7,C,42,13457
2021-3-7,D,42,8499
2021-3-7,A,43,32580
2021-3-7,B,43,16290
2021-3-7,C,43,13457
2021-3-7,D,43,8499
2021-3-7,A,44,32580
2021-3-7,B,44,16290
2021-3-7,C,44,13457
2021-3-7,D,44,8499
2021-3-7,A,45,27926
2021-3-7,B,45,13963
2021-3-7,C,45,11534
2021-3-7,D,45,7285
2021-3-7,A,46,27926
2021-3-7,B,46,13963
2021-3-7,C,46,11534
2021-3-7,D,46,7285
2021-3-7,A,47,27926
2021-3-7,B,47,13963
2021-3-7,C,47,11534
2021-3-7,D,47,7285
2021-3-7,A,48,27926
2021-3-7,B,48,13963
2021-3-7,C,48,11534
2021-3-7,D,48,7285
2021-3-7,A,49,27926
2021-3-7,B,49,13963
2021-3-7,C,49,11534
2021-3-7,D,49,7285
2021-3-7,A,50,46543
2021-3-7,B,50,23272
2021-3-7,C,50,19224
2021-3-7,D,50,12142
2021-3-7,A,51,41888
2021-3-7,B,51,20945
2021-3-7,C,51,17302
2021-3-7,D,51,10928
2021-3-7,A,52,41888
2021-3-7,B,52,20945
2021-3-7,C,52,17302
2021-3-7,D,52,10928
2021-3-7,A,53,41888
2021-3-7,B,53,20945
2021-3-7,C,53,17302
2021-3-7,D,53,10928
2021-3-7,A,54,41888
2021-3-7,B,54,20945
2021-3-7,C,54,17302
2021-3-7,D,54,10928
2021-3-7,A,55,37235
2021-3-7,B,55,18617
2021-3-7,C,55,15380
2021-3-7,D,55,9713
2021-3-7,A,56,37235
2021-3-7,B,56,18617
2021-3-7,C,56,15380
2021-3-7,D,56,9713
2021-3-7,A,57,37235
2021-3-7,B,57,18617
2021-3-7,C,57,15380
2021-3-7,D,57,9713
2021-3-7,A,58,37235
2021-3-7,B,58,18617
2021-3-7,C,58,15380
2021-3-7,D,58,9713
2021-3-7,A,59,37235
2021-3-7,B,59,18617
2021-3-7,C,59,15380
2021-3-7,D,59,9713
2021-3-7,A,60,32580
2021-3-7,B,60,16290
2021-3-7,C,60,13457
2021-3-7,D,60,8499
2021-3-7,A,61,32580
2021-3-7,B,61,16290
2021-3-7,C,61,13457
2021-3-7,D,61,8499
2021-3-7,A,62,32580
2021-3-7,B,62,16290
2021-3-7,C,62,13457
2021-3-7,D,62,8499
2021-3-7,A,63,32580
2021-3-7,B,63,16290
2021-3-7,C,63,13457
2021-3-7,D,63,8499
2021-3-7,A,64,32580
2021-3-7,B,64,16290
2021-3-7,C,64,13457
2021-3-7,D,64,8499
2021-3-7,A,65,46543
2021-3-7,B,65,23272
2021-3-7,C,65,19224
2021-3-7,D,65,12142
2021-3-7,A,66,41888
2021-3-7,B,66,20945
2021-3-7,C,66,17302
2021-3-7,D,66,10928
2021-3-7,A,67,41888
2021-3-7,B,67,20945
2021-3-7,C,67,17302
2021-3-7,D,67,10928
2021-3-7,A,68,41888
2021-3-7,B,68,20945
2021-3-7,C,68,17302
2021-3-7,D,68,10928
2021-3-7,A,69,41888
2021-3-7,B,69,20945
2021-3-7,C,69,17302
2021-3-7,D,69,10928
2021-3-7,A,70,46543
2021-3-7,B,70,23272
2021-3-7,C,70,19224
2021-3-7,D,70,12142
2021-3-8,A,1,22211
2021-3-8,B,1,11105
2021-3-8,C,1,9174
2021-3-8,D,1,5795
2021-3-8,A,2,19990
2021-3-8,B,2,9995
2021-3-8,C,2,8257
2021-3-8,D,2,5215
2021-3-8,A,3,19990
2021-3-8,B,3,9995
2021-3-8,C,3,8257
2021-3-8,D,3,5215
2021-3-8,A,4,19990
2021-3-8,B,4,9995
2021-3-8,C,4,8257
2021-3-8,D,4,5215
2021-3-8,A,5,19990
2021-3-8,B,5,9995
2021-3-8,C,5,8257
2021-3-8,D,5,5215
2021-3-8,A,6,17769
2021-3-8,B,6,8885
2021-3-8,C,6,7340
2021-3-8,D,6,4635
2021-3-8,A,7,17769
2021-3-8,B,7,8885
2021-3-8,C,7,7340
2021-3-8,D,7,4635
2021-3-8,A,8,17769
2021-3-8,B,8,8885
2021-3-8,C,8,7340
2021-3-8,D,8,4635
2021-3-8,A,9,17769
2021-3-8,B,9,8885
2021-3-8,C,9,7340
2021-3-8,D,9,4635
2021-3-8,A,10,17769
2021-3-8,B,10,8885
2021-3-8,C,10,7340
2021-3-8,D,10,4635
2021-3-8,A,11,15548
2021-3-8,B,11,7774
2021-3-8,C,11,6422
2021-3-8,D,11,4056
2021-3-8,A,12,15548
2021-3-8,B,12,7774
2021-3-8,C,12,6422
2021-3-8,D,12,4056
2021-3-8,A,13,15548
2021-3-8,B,13,7774
2021-3-8,C,13,6422
2021-3-8,D,13,4056
2021-3-8,A,14,15548
2021-3-8,B,14,7774
2021-3-8,C,14,6422
2021-3-8,D,14,4056
2021-3-8,A,15,15548
2021-3-8,B,15,7774
2021-3-8,C,15,6422
2021-3-8,D,15,4056
2021-3-8,A,16,15548
2021-3-8,B,16,7774
2021-3-8,C,16,6422
2021-3-8,D,16,4056
2021-3-8,A,17,15548
2021-3-8,B,17,7774
2021-3-8,C,17,6422
2021-3-8,D,17,4056
2021-3-8,A,18,15548
2021-3-8,B,18,7774
2021-3-8,C,18,6422
2021-3-8,D,18,4056
2021-3-8,A,19,13327
2021-3-8,B,19,6663
2021-3-8,C,19,5504
2021-3-8,D,19,3476
2021-3-8,A,20,13327
2021-3-8,B,20,6663
2021-3-8,C,20,5504
2021-3-8,D,20,3476
2021-3-8,A,21,13327
2021-3-8,B,21,6663
2021-3-8,C,21,5504
2021-3-8,D,21,3476
2021-3-8,A,22,13327
2021-3-8,B,22,6663
2021-3-8,C,22,5504
2021-3-8,D,22,3476
2021-3-8,A,23,13327
2021-3-8,B,23,6663
2021-3-8,C,23,5504
2021-3-8,D,23,3476
2021-3-8,A,24,13327
2021-3-8,B,24,6663
2021-3-8,C,24,5504
2021-3-8,D,24,3476
2021-3-8,A,25,13327
2021-3-8,B,25,6663
2021-3-8,C,25,5504
2021-3-8,D,25,3476
2021-3-8,A,26,13327
2021-3-8,B,26,6663
2021-3-8,C,26,5504
2021-3-8,D,26,3476
2021-3-8,A,27,22211
2021-3-8,B,27,11105
2021-3-8,C,27,9174
2021-3-8,D,27,5795
2021-3-8,A,28,19990
2021-3-8,B,28,9995
2021-3-8,C,28,8257
2021-3-8,D,28,5215
2021-3-8,A,29,19990
2021-3-8,B,29,9995
2021-3-8,C,29,8257
2021-3-8,D,29,5215
2021-3-8,A,30,19990
2021-3-8,B,30,9995
2021-3-8,C,30,8257
2021-3-8,D,30,5215
2021-3-8,A,31,19990
2021-3-8,B,31,9995
2021-3-8,C,31,8257
2021-3-8,D,31,5215
2021-3-8,A,32,17769
2021-3-8,B,32,8885
2021-3-8,C,32,7340
2021-3-8,D,32,4635
2021-3-8,A,33,17769
2021-3-8,B,33,8885
2021-3-8,C,33,7340
2021-3-8,D,33,4635
2021-3-8,A,34,17769
2021-3-8,B,34,8885
2021-3-8,C,34,7340
2021-3-8,D,34,4635
2021-3-8,A,35,17769
2021-3-8,B,35,8885
2021-3-8,C,35,7340
2021-3-8,D,35,4635
2021-3-8,A,36,17769
2021-3-8,B,36,8885
2021-3-8,C,36,7340
2021-3-8,D,36,4635
2021-3-8,A,37,15548
2021-3-8,B,37,7774
2021-3-8,C,37,6422
2021-3-8,D,37,4056
2021-3-8,A,38,15548
2021-3-8,B,38,7774
2021-3-8,C,38,6422
2021-3-8,D,38,4056
2021-3-8,A,39,15548
2021-3-8,B,39,7774
2021-3-8,C,39,6422
2021-3-8,D,39,4056
2021-3-8,A,40,15548
2021-3-8,B,40,7774
2021-3-8,C,40,6422
2021-3-8,D,40,4056
2021-3-8,A,41,15548
2021-3-8,B,41,7774
2021-3-8,C,41,6422
2021-3-8,D,41,4056
2021-3-8,A,42,15548
2021-3-8,B,42,7774
2021-3-8,C,42,6422
2021-3-8,D,42,4056
2021-3-8,A,43,15548
2021-3-8,B,43,7774
2021-3-8,C,43,6422
